model_id	analysis_panel	sensitivity_label	model_spec	response_track	exposure_column	excluded_country_iso3	country_filter	n_rows	n_countries	year_window	model_family	weighting_scheme	result_type	estimate_term	program_class	reference_class	effect_scale	effect_estimate	ci_lower	ci_upper	p_value	q_value	q_value_scope	notes	estimate_stability
programme_country_period_5y_leave_one_out_FRA	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	FRA	exclude_country=FRA	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::routine_ap_prn_negative	routine_ap_prn_negative	wp_only_or_pre_ap	probability	0.0028151868311577					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=FRA	missing
programme_country_period_5y_leave_one_out_GBR	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	GBR	exclude_country=GBR	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::routine_ap_prn_negative	routine_ap_prn_negative	wp_only_or_pre_ap	probability	0.0111698170913542					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=GBR	missing
programme_country_period_5y_leave_one_out_GTM	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	GTM	exclude_country=GTM	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::routine_ap_prn_negative	routine_ap_prn_negative	wp_only_or_pre_ap	probability	0.0114995566747695					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=GTM	missing
programme_country_period_5y_leave_one_out_IND	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	IND	exclude_country=IND	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::routine_ap_prn_negative	routine_ap_prn_negative	wp_only_or_pre_ap	probability	0.0114355545221668					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=IND	missing
programme_country_period_5y_leave_one_out_JPN	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	JPN	exclude_country=JPN	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::routine_ap_prn_negative	routine_ap_prn_negative	wp_only_or_pre_ap	probability	4.326097347437955e-09					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=JPN	missing
programme_country_period_5y_leave_one_out_NZL	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	NZL	exclude_country=NZL	14	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::routine_ap_prn_negative	routine_ap_prn_negative	wp_only_or_pre_ap	probability	0.0163524471995167					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=NZL	missing
programme_country_period_5y_leave_one_out_USA	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	USA	exclude_country=USA	13	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::routine_ap_prn_negative	routine_ap_prn_negative	wp_only_or_pre_ap	probability	0.0060261994420292					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=USA	missing
programme_country_period_5y_leave_one_out_ZAF	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	ZAF	exclude_country=ZAF	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::routine_ap_prn_negative	routine_ap_prn_negative	wp_only_or_pre_ap	probability	0.0118540430272014					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=ZAF	missing
programme_country_period_5y_leave_one_out_BRA	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	BRA	exclude_country=BRA	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::routine_ap_prn_positive	routine_ap_prn_positive	wp_only_or_pre_ap	probability	0.491348314163432					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=BRA	missing
programme_country_period_5y_leave_one_out_CHN	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	CHN	exclude_country=CHN	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::routine_ap_prn_positive	routine_ap_prn_positive	wp_only_or_pre_ap	probability	0.3619607488571261					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=CHN	missing
programme_country_period_5y_leave_one_out_CZE	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	CZE	exclude_country=CZE	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::routine_ap_prn_positive	routine_ap_prn_positive	wp_only_or_pre_ap	probability	0.4592180372677975					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=CZE	missing
programme_country_period_5y_leave_one_out_FRA	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	FRA	exclude_country=FRA	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::routine_ap_prn_positive	routine_ap_prn_positive	wp_only_or_pre_ap	probability	0.4998117463561998					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=FRA	missing
programme_country_period_5y_leave_one_out_GBR	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	GBR	exclude_country=GBR	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::routine_ap_prn_positive	routine_ap_prn_positive	wp_only_or_pre_ap	probability	0.4568964568842406					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=GBR	missing
programme_country_period_5y_leave_one_out_GTM	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	GTM	exclude_country=GTM	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::routine_ap_prn_positive	routine_ap_prn_positive	wp_only_or_pre_ap	probability	0.4504577282088624					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=GTM	missing
programme_country_period_5y_leave_one_out_IND	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	IND	exclude_country=IND	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::routine_ap_prn_positive	routine_ap_prn_positive	wp_only_or_pre_ap	probability	0.4422054801768031					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=IND	missing
programme_country_period_5y_leave_one_out_JPN	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	JPN	exclude_country=JPN	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::routine_ap_prn_positive	routine_ap_prn_positive	wp_only_or_pre_ap	probability	0.4082759087486605					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=JPN	missing
programme_country_period_5y_leave_one_out_NZL	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	NZL	exclude_country=NZL	14	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::routine_ap_prn_positive	routine_ap_prn_positive	wp_only_or_pre_ap	probability	0.4453105924349561					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=NZL	missing
programme_country_period_5y_leave_one_out_USA	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	USA	exclude_country=USA	13	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::routine_ap_prn_positive	routine_ap_prn_positive	wp_only_or_pre_ap	probability	0.4090810635003661					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=USA	missing
programme_country_period_5y_leave_one_out_ZAF	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	ZAF	exclude_country=ZAF	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::routine_ap_prn_positive	routine_ap_prn_positive	wp_only_or_pre_ap	probability	0.4498183446711691					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=ZAF	missing
programme_country_period_5y_leave_one_out_BRA	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	BRA	exclude_country=BRA	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::wp_only_or_pre_ap	wp_only_or_pre_ap	wp_only_or_pre_ap	probability	5.929626148080802e-09					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=BRA	missing
programme_country_period_5y_leave_one_out_CHN	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	CHN	exclude_country=CHN	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::wp_only_or_pre_ap	wp_only_or_pre_ap	wp_only_or_pre_ap	probability	1.6469198831364656e-09					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=CHN	missing
programme_country_period_5y_leave_one_out_CZE	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	CZE	exclude_country=CZE	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::wp_only_or_pre_ap	wp_only_or_pre_ap	wp_only_or_pre_ap	probability	9.393780883774896e-09					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=CZE	missing
programme_country_period_5y_leave_one_out_FRA	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	FRA	exclude_country=FRA	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::wp_only_or_pre_ap	wp_only_or_pre_ap	wp_only_or_pre_ap	probability	3.277752939333612e-10					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=FRA	missing
programme_country_period_5y_leave_one_out_GBR	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	GBR	exclude_country=GBR	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::wp_only_or_pre_ap	wp_only_or_pre_ap	wp_only_or_pre_ap	probability	9.213212233497332e-09					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=GBR	missing
programme_country_period_5y_leave_one_out_GTM	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	GTM	exclude_country=GTM	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::wp_only_or_pre_ap	wp_only_or_pre_ap	wp_only_or_pre_ap	probability	6.9849046504468285e-09					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=GTM	missing
programme_country_period_5y_leave_one_out_IND	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	IND	exclude_country=IND	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::wp_only_or_pre_ap	wp_only_or_pre_ap	wp_only_or_pre_ap	probability	1.5350330197481362e-08					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=IND	missing
programme_country_period_5y_leave_one_out_JPN	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	JPN	exclude_country=JPN	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::wp_only_or_pre_ap	wp_only_or_pre_ap	wp_only_or_pre_ap	probability	2.976655601565003e-09					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=JPN	missing
programme_country_period_5y_leave_one_out_NZL	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	NZL	exclude_country=NZL	14	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::wp_only_or_pre_ap	wp_only_or_pre_ap	wp_only_or_pre_ap	probability	1.8298136791345448e-08					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=NZL	missing
programme_country_period_5y_leave_one_out_USA	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	USA	exclude_country=USA	13	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::wp_only_or_pre_ap	wp_only_or_pre_ap	wp_only_or_pre_ap	probability	7.877685824865395e-07					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=USA	missing
programme_country_period_5y_leave_one_out_ZAF	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	ZAF	exclude_country=ZAF	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence	adjusted_prevalence::wp_only_or_pre_ap	wp_only_or_pre_ap	wp_only_or_pre_ap	probability	9.719751496047998e-09					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=ZAF	missing
programme_country_period_5y_leave_one_out_BRA	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	BRA	exclude_country=BRA	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence_difference	adjusted_prevalence_difference::routine_ap_mixed::wp_only_or_pre_ap	routine_ap_mixed	wp_only_or_pre_ap	probability_difference	0.0166470164864106					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=BRA	missing
programme_country_period_5y_leave_one_out_CHN	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	CHN	exclude_country=CHN	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence_difference	adjusted_prevalence_difference::routine_ap_mixed::wp_only_or_pre_ap	routine_ap_mixed	wp_only_or_pre_ap	probability_difference	0.2913361925287955					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=CHN	missing
programme_country_period_5y_leave_one_out_CZE	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	CZE	exclude_country=CZE	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	adjusted_prevalence_difference	adjusted_prevalence_difference::routine_ap_mixed::wp_only_or_pre_ap	routine_ap_mixed	wp_only_or_pre_ap	probability_difference	0.1456034460001607					not_applicable_no_multiplicity_adjustment	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=CZE	missing
